UID,recency,frequency,monetary_value,R_Mean,F_Mean,M_Mean,Score,Rank
1341104,56.877627314814816,26,10950,1,0,0,100,5
1361552,23.38300925925926,2,1000,0,1,1,011,4
1368368,102.59127314814815,23,3300,1,0,0,100,5
1369904,213.78633101851852,3,1150,1,1,1,111,1
1374736,448.00927083333335,1,300,1,1,1,111,1
1399808,246.89275462962962,2,290,1,1,1,111,1
1413088,46.07125,28,10750,0,0,0,000,8
1427408,615.1735300925926,1,500,1,1,1,111,1
1431568,24.07383101851852,2,650,0,1,1,011,4
1442384,39.81690972222222,5,2300,0,1,0,010,6
1454192,340.7489814814815,9,4100,1,0,0,100,5
1462704,346.8023263888889,1,500,1,1,1,111,1
1490000,7.768888888888889,16,2700,0,0,0,000,8
1493280,362.7935300925926,1,500,1,1,1,111,1
1511808,3.0788425925925926,28,10925,0,0,0,000,8
1516800,54.29902777777778,7,2100,1,0,0,100,5
1525312,99.80190972222222,9,3400,1,0,0,100,5
1546880,84.84453703703704,26,12200,1,0,0,100,5
1563920,37.742465277777775,7,1750,0,0,1,001,7
1574400,353.70199074074077,4,1350,1,1,1,111,1
1576832,35.83696759259259,7,2500,0,0,0,000,8
1577008,126.93417824074074,12,2900,1,0,0,100,5
1600368,70.76165509259259,17,7300,1,0,0,100,5
1603344,352.5237037037037,1,500,1,1,1,111,1
1635264,49.90255787037037,56,22050,1,0,0,100,5
1663392,19.66872685185185,20,5250,0,0,0,000,8
1680128,47.161967592592596,3,1250,0,1,1,011,4
1689456,245.34465277777778,13,6150,1,0,0,100,5
1714512,110.01743055555555,1,300,1,1,1,111,1
1718256,25.04170138888889,47,17500,0,0,0,000,8
1740128,45.744548611111114,84,16925,0,0,0,000,8
1741248,1.075914351851852,1,300,0,1,1,011,4
1742240,8.871041666666667,5,2300,0,1,0,010,6
1756544,167.81983796296296,14,5600,1,0,0,100,5
1790720,27.015219907407406,19,8050,0,0,0,000,8
1821376,133.76721064814814,23,10050,1,0,0,100,5
1832800,537.8514814814815,1,450,1,1,1,111,1
1838752,49.82505787037037,27,11650,0,0,0,000,8
1963872,50.54454861111111,15,5250,1,0,0,100,5
1981584,400.63502314814815,1,500,1,1,1,111,1
1991792,32.8240625,5,1200,0,1,1,011,4
2014080,148.6412962962963,34,7950,1,0,0,100,5
2022768,73.38179398148148,5,2500,1,1,0,110,2
2221216,8.88474537037037,85,27700,0,0,0,000,8
2313904,226.99395833333332,26,10250,1,0,0,100,5
2438848,526.7517824074074,1,150,1,1,1,111,1
2540976,596.7311921296297,1,500,1,1,1,111,1
2577568,25.939965277777777,6,2950,0,1,0,010,6
2641008,354.9584722222222,1,500,1,1,1,111,1
2776496,359.71505787037034,1,500,1,1,1,111,1
2825568,60.076875,9,4150,1,0,0,100,5
2854480,345.5176388888889,1,500,1,1,1,111,1
2885056,1.1781481481481482,18,6850,0,0,0,000,8
2885232,25.760381944444443,17,2950,0,0,0,000,8
2920416,52.041689814814816,5,2500,1,1,0,110,2
2928304,0.7001967592592593,7,1350,0,0,1,001,7
3022816,28.536018518518517,5,1250,0,1,1,011,4
3031776,22.804537037037036,32,2705,0,0,0,000,8
3074160,27.691944444444445,18,6600,0,0,0,000,8
3206768,13.711087962962964,2,1000,0,1,1,011,4
3213872,184.6481134259259,9,4200,1,0,0,100,5
3235968,354.85729166666664,2,1100,1,1,1,111,1
3295120,37.035752314814815,21,7450,0,0,0,000,8
3330448,79.80800925925926,3,1500,1,1,1,111,1
3344848,6.217858796296296,34,14800,0,0,0,000,8
3352896,47.820335648148145,2,850,0,1,1,011,4
3502128,25.982777777777777,4,1600,0,1,1,011,4
3516336,49.006712962962965,4,1650,0,1,1,011,4
3528624,7.8321875,1,500,0,1,1,011,4
3599568,0.7920486111111111,53,23200,0,0,0,000,8
3660880,54.730636574074076,8,3450,1,0,0,100,5
3717280,78.02451388888889,8,2950,1,0,0,100,5
3753824,9.670393518518518,1,450,0,1,1,011,4
3839888,100.97644675925926,17,3930,1,0,0,100,5
3847936,160.3394675925926,6,1500,1,1,1,111,1
3866192,14.860648148148147,1,150,0,1,1,011,4
3873392,61.03116898148148,3,1010,1,1,1,111,1
3884784,291.5048263888889,2,100,1,1,1,111,1
3911344,1.9336921296296297,35,12150,0,0,0,000,8
3965792,164.0582986111111,1,300,1,1,1,111,1
3988048,357.06761574074073,4,1250,1,1,1,111,1
4134048,15.586180555555556,9,2300,0,0,0,000,8
4165024,87.91164351851852,9,3450,1,0,0,100,5
4189520,147.78354166666668,16,6100,1,0,0,100,5
4232400,76.87769675925927,2,100,1,1,1,111,1
4375168,3.3951736111111113,14,3050,0,0,0,000,8
4393248,198.1348148148148,2,1250,1,1,1,111,1
4454544,147.72966435185185,9,4545,1,0,0,100,5
4466000,39.815810185185185,2,1100,0,1,1,011,4
4481408,57.761180555555555,21,1445,1,0,1,101,3
4545440,21.737453703703704,2,650,0,1,1,011,4
4567552,157.04503472222223,2,1000,1,1,1,111,1
4641696,35.706238425925925,5,1250,0,1,1,011,4
4776688,29.77116898148148,3,750,0,1,1,011,4
4796368,37.5959375,23,6900,0,0,0,000,8
5011680,70.92311342592592,2,600,1,1,1,111,1
5054192,43.68165509259259,8,3840,0,0,0,000,8
5099664,58.852465277777775,10,2900,1,0,0,100,5
5137280,378.60078703703704,10,5000,1,0,0,100,5
5223392,101.78277777777778,7,3300,1,0,0,100,5
5238448,10.3190625,15,3450,0,0,0,000,8
5529376,4.672337962962963,17,1930,0,0,0,000,8
5632048,0.2895138888888889,20,6050,0,0,0,000,8
5816464,321.7667476851852,6,1440,1,1,1,111,1
5875552,35.759791666666665,10,3460,0,0,0,000,8
5880000,7.142569444444445,1,150,0,1,1,011,4
5910912,357.06953703703704,1,500,1,1,1,111,1
5957824,203.30412037037038,26,11250,1,0,0,100,5
6056352,18.966921296296295,2,650,0,1,1,011,4
6122384,600.6828587962963,2,1000,1,1,1,111,1
6132064,6.818831018518519,2,1250,0,1,1,011,4
6140944,524.0161342592593,1,150,1,1,1,111,1
6167264,195.64819444444444,2,1000,1,1,1,111,1
6210640,208.7347800925926,3,1100,1,1,1,111,1
6371248,224.00045138888888,5,1000,1,1,1,111,1
6491248,14.221030092592592,24,5700,0,0,0,000,8
6491984,178.11858796296298,2,650,1,1,1,111,1
6559248,52.20456018518519,1,300,1,1,1,111,1
6647184,374.95131944444444,8,3650,1,0,0,100,5
6733392,119.36776620370371,3,1500,1,1,1,111,1
6794448,55.0721875,23,5200,1,0,0,100,5
6822096,149.86342592592592,8,1750,1,0,1,101,3
6904096,58.23005787037037,1,150,1,1,1,111,1
7048944,23.005011574074075,17,5235,0,0,0,000,8
7145536,21.82460648148148,57,22400,0,0,0,000,8
7194848,294.62622685185187,3,1150,1,1,1,111,1
7286704,57.59306712962963,2,1250,1,1,1,111,1
7340976,46.61136574074074,5,1400,0,1,1,011,4
7349600,57.97806712962963,1,300,1,1,1,111,1
7362208,23.053564814814816,1,750,0,1,1,011,4
7397872,91.90798611111111,2,100,1,1,1,111,1
7483536,522.9526273148148,1,500,1,1,1,111,1
7517472,332.80515046296296,5,2500,1,1,0,110,2
7569328,362.1420601851852,2,1000,1,1,1,111,1
7593520,1.6023842592592592,2,100,0,1,1,011,4
7661168,53.8194212962963,10,4000,1,0,0,100,5
7668656,24.78275462962963,7,3500,0,0,0,000,8
7854608,21.21295138888889,6,2100,0,1,0,010,6
7869328,136.76023148148147,1,500,1,1,1,111,1
8137504,359.13755787037036,1,500,1,1,1,111,1
8243360,271.98001157407407,3,1500,1,1,1,111,1
8248176,152.79936342592592,6,3000,1,1,0,110,2
8272144,2.8491203703703705,1,500,0,1,1,011,4
8282160,120.60449074074074,8,4000,1,0,0,100,5
8442112,52.844340277777775,9,4450,1,0,0,100,5
8450160,179.9562037037037,2,800,1,1,1,111,1
8543648,173.94868055555557,2,200,1,1,1,111,1
8672688,43.315127314814816,6,2100,0,1,0,010,6
8695056,59.72681712962963,24,10800,1,0,0,100,5
8734928,55.5778125,1,750,1,1,1,111,1
8738224,153.69739583333333,9,3850,1,0,0,100,5
8901856,13.74931712962963,21,3700,0,0,0,000,8
8942208,29.315601851851852,28,12250,0,0,0,000,8
8953248,6.941597222222223,2,100,0,1,1,011,4
8967792,96.61446759259259,11,2050,1,0,0,100,5
9016944,21.219733796296296,2,300,0,1,1,011,4
9102960,1.6220601851851852,4,300,0,1,1,011,4
9103808,311.87408564814814,3,1300,1,1,1,111,1
9157392,13.654398148148148,13,5800,0,0,0,000,8
9157872,418.129212962963,1,500,1,1,1,111,1
9212752,10.902256944444444,3,290,0,1,1,011,4
9419056,144.09490740740742,21,9150,1,0,0,100,5
9447024,46.92075231481481,8,1565,0,0,1,001,7
9456160,139.85686342592592,7,3700,1,0,0,100,5
9516960,6.184039351851852,6,1800,0,1,0,010,6
9521712,40.77732638888889,4,750,0,1,1,011,4
9788544,57.08809027777778,15,6950,1,0,0,100,5
9796848,11.040462962962962,13,4750,0,0,0,000,8
9887792,39.96650462962963,5,1400,0,1,1,011,4
10144448,29.630127314814814,14,5750,0,0,0,000,8
10199920,10.948726851851852,14,5150,0,0,0,000,8
10250640,19.59394675925926,2,800,0,1,1,011,4
10291408,14.741782407407408,9,3950,0,0,0,000,8
10315616,60.64587962962963,7,2750,1,0,0,100,5
10333232,12.781550925925925,1,500,0,1,1,011,4
10382896,142.5262962962963,6,2600,1,1,0,110,2
10387376,77.03346064814815,1,500,1,1,1,111,1
10407968,40.95059027777778,1,500,0,1,1,011,4
10410832,33.072615740740744,23,6500,0,0,0,000,8
10537408,63.32309027777778,12,4750,1,0,0,100,5
10558880,45.75881944444444,9,3450,0,0,0,000,8
10562096,15.049224537037038,24,9150,0,0,0,000,8
10814960,124.3087962962963,4,1650,1,1,1,111,1
10884256,57.091064814814814,1,25,1,1,1,111,1
10913120,22.49125,1,450,0,1,1,011,4
10983952,274.7271064814815,10,3350,1,0,0,100,5
11012704,54.731689814814814,8,3450,1,0,0,100,5
11037120,24.906886574074075,13,3400,0,0,0,000,8
11092928,32.83555555555556,2,650,0,1,1,011,4
11121664,213.90637731481482,6,1650,1,1,1,111,1
11186064,37.72813657407407,5,2150,0,1,0,010,6
11249344,137.85945601851853,4,1700,1,1,1,111,1
11298464,47.763888888888886,6,3000,0,1,0,010,6
11438544,52.84431712962963,17,5600,1,0,0,100,5
11467104,36.16483796296296,1,300,0,1,1,011,4
11480448,84.81744212962963,4,1450,1,1,1,111,1
11577264,24.680729166666666,10,1850,0,0,0,000,8
11586832,43.97334490740741,7,1940,0,0,0,000,8
11652256,141.3600462962963,8,3450,1,0,0,100,5
11695584,60.69866898148148,3,800,1,1,1,111,1
11754512,105.7155787037037,35,9000,1,0,0,100,5
11844672,135.1617013888889,7,2600,1,0,0,100,5
11844848,89.03969907407408,7,3000,1,0,0,100,5
11877456,0.22385416666666666,13,6500,0,0,0,000,8
12040880,51.010474537037034,1,300,1,1,1,111,1
12123936,26.78302083333333,1,50,0,1,1,011,4
12236832,271.84391203703706,5,2500,1,1,0,110,2
12442944,126.71892361111111,5,2500,1,1,0,110,2
12611088,36.708506944444444,13,5350,0,0,0,000,8
12665776,52.11157407407408,14,2100,1,0,0,100,5
12795872,0.5321180555555556,26,7800,0,0,0,000,8
12961472,152.5355787037037,11,1800,1,0,0,100,5
12982016,80.04284722222222,6,2550,1,1,0,110,2
13020304,24.805069444444445,12,1800,0,0,0,000,8
13121184,52.79467592592592,13,5400,1,0,0,100,5
13147088,50.14836805555556,5,2500,1,1,0,110,2
13191280,53.63930555555555,2,900,1,1,1,111,1
13200720,25.153333333333332,36,11200,0,0,0,000,8
13236880,146.73678240740742,1,500,1,1,1,111,1
13613920,291.1069791666667,3,500,1,1,1,111,1
13713680,17.771527777777777,22,3600,0,0,0,000,8
13766848,45.74489583333333,2,650,0,1,1,011,4
13791616,20.518229166666668,2,550,0,1,1,011,4
13795536,57.100775462962964,2,650,1,1,1,111,1
13926240,59.95984953703704,111,29200,1,0,0,100,5
13985104,270.45667824074076,4,2900,1,1,0,110,2
14154528,48.75887731481482,9,1200,0,0,1,001,7
14255216,32.121944444444445,9,2945,0,0,0,000,8
14321952,20.659872685185185,10,2850,0,0,0,000,8
14408720,1.0393402777777778,6,2800,0,1,0,010,6
14440912,3.759502314814815,66,29100,0,0,0,000,8
14707056,20.117488425925927,13,5150,0,0,0,000,8
14722816,621.7186921296296,1,500,1,1,1,111,1
14779600,177.91525462962963,5,900,1,1,1,111,1
14834352,39.55144675925926,29,1750,0,0,1,001,7
14871424,12.927372685185185,39,18350,0,0,0,000,8
14876240,528.6996412037037,1,500,1,1,1,111,1
14884944,36.77306712962963,1,150,0,1,1,011,4
14992544,57.90144675925926,2,100,1,1,1,111,1
15231888,398.8916435185185,7,1400,1,0,1,101,3
15244240,17.83832175925926,3,900,0,1,1,011,4
15264640,22.083472222222223,6,2950,0,1,0,010,6
15352736,58.0021412037037,42,18500,1,0,0,100,5
15439792,56.10810185185185,37,18500,1,0,0,100,5
15455360,260.81439814814814,2,1000,1,1,1,111,1
15456320,2.7642708333333332,7,1200,0,0,1,001,7
15554288,9.17912037037037,39,14850,0,0,0,000,8
15638880,10.755416666666667,8,2700,0,0,0,000,8
15642912,48.84815972222222,2,800,0,1,1,011,4
15650560,251.67430555555555,7,2450,1,0,0,100,5
15720160,189.17631944444443,5,2500,1,1,0,110,2
15765776,155.08085648148148,16,3800,1,0,0,100,5
15776032,18.878969907407406,4,900,0,1,1,011,4
15803888,54.74526620370371,2,800,1,1,1,111,1
15840320,18.876064814814814,3,450,0,1,1,011,4
15921760,189.16101851851852,1,500,1,1,1,111,1
15985632,46.016527777777775,27,8950,0,0,0,000,8
16035264,24.608506944444443,2,1000,0,1,1,011,4
16056512,382.6269212962963,6,2650,1,1,0,110,2
16134464,588.3147453703704,1,500,1,1,1,111,1
16146384,119.36696759259259,2,1000,1,1,1,111,1
16156512,80.00532407407407,4,1700,1,1,1,111,1
16245776,555.6566782407407,1,150,1,1,1,111,1
16317872,278.7939930555556,2,650,1,1,1,111,1
16333600,35.83586805555556,4,2000,0,1,0,010,6
16393248,198.09284722222222,2,1000,1,1,1,111,1
16449280,541.3358449074074,2,1000,1,1,1,111,1
16524544,522.6222800925926,3,450,1,1,1,111,1
16538704,56.794837962962966,3,1250,1,1,1,111,1
16654704,45.075462962962966,12,1210,0,0,1,001,7
16837168,166.68296296296296,15,7500,1,0,0,100,5
16940064,22.51222222222222,4,340,0,1,1,011,4
16973200,397.7213773148148,20,3100,1,0,0,100,5
16998176,6.197395833333333,51,15750,0,0,0,000,8
17058064,21.94710648148148,3,750,0,1,1,011,4
17105808,340.9240625,2,1000,1,1,1,111,1
17316048,5.099039351851852,14,5250,0,0,0,000,8
17413248,522.6195949074074,3,450,1,1,1,111,1
17502480,221.92164351851852,3,145,1,1,1,111,1
17558368,6.092430555555556,7,530,0,0,1,001,7
17676688,50.18486111111111,12,3725,1,0,0,100,5
17791696,199.78329861111112,2,1000,1,1,1,111,1
17817904,59.8290625,18,6900,1,0,0,100,5
17821472,18.74646990740741,54,4085,0,0,0,000,8
17884688,19.17587962962963,13,5000,0,0,0,000,8
17905632,109.97797453703704,36,3540,1,0,0,100,5
17948848,28.13255787037037,6,2350,0,1,0,010,6
17978112,14.209386574074074,11,3750,0,0,0,000,8
18255920,356.7127546296296,11,4000,1,0,0,100,5
18305728,45.927766203703705,23,5350,0,0,0,000,8
18310592,64.66706018518518,28,12500,1,0,0,100,5
18363216,55.17489583333333,3,950,1,1,1,111,1
18447600,4.810810185185185,3,250,0,1,1,011,4
18463360,48.84511574074074,2,450,0,1,1,011,4
18510176,279.81203703703704,1,500,1,1,1,111,1
18539552,304.22246527777776,1,750,1,1,1,111,1
18541280,48.82037037037037,35,4210,0,0,0,000,8
18630512,178.28561342592593,9,4150,1,0,0,100,5
18679744,112.88313657407407,14,3075,1,0,0,100,5
18686096,24.244363425925926,5,2300,0,1,0,010,6
18771728,48.673298611111115,2,450,0,1,1,011,4
18812576,522.6213425925926,5,1250,1,1,1,111,1
18824240,59.81449074074074,15,3200,1,0,0,100,5
18864048,354.7574074074074,1,500,1,1,1,111,1
18893632,0.5419328703703704,26,7800,0,0,0,000,8
18898336,173.01571759259258,1,50,1,1,1,111,1
19010224,71.83049768518518,30,11500,1,0,0,100,5
19053040,2.824201388888889,19,6490,0,0,0,000,8
19078272,13.724108796296296,1,600,0,1,1,011,4
19082768,42.76984953703704,1,500,0,1,1,011,4
19104112,18.82810185185185,19,5300,0,0,0,000,8
19152016,23.06732638888889,11,4800,0,0,0,000,8
19164112,23.26619212962963,15,4850,0,0,0,000,8
19176720,350.95439814814813,7,3100,1,0,0,100,5
19235264,346.9093402777778,5,1500,1,1,1,111,1
19323840,4.9496875,6,1350,0,1,1,011,4
19326416,5.6484375,2,1000,0,1,1,011,4
19387664,277.6491203703704,8,2550,1,0,0,100,5
19477056,13.707210648148148,3,1500,0,1,1,011,4
19572912,180.0092361111111,2,700,1,1,1,111,1
19634016,2.119409722222222,20,6950,0,0,0,000,8
19635280,51.81622685185185,3,1500,1,1,1,111,1
19755792,114.72472222222223,6,2450,1,1,0,110,2
19855504,43.93379629629629,4,200,0,1,1,011,4
19951296,58.72300925925926,1,300,1,1,1,111,1
20043504,13.742800925925925,3,950,0,1,1,011,4
20048864,544.9278125,3,1450,1,1,1,111,1
20066416,4.8783564814814815,76,29500,0,0,0,000,8
20193680,29.79199074074074,11,1650,0,0,1,001,7
20230960,17.85105324074074,5,2500,0,1,0,010,6
20259024,618.7982407407408,1,515,1,1,1,111,1
20420096,14.5946875,5,2500,0,1,0,010,6
20433248,362.895625,2,1000,1,1,1,111,1
20441168,4.042407407407407,20,3750,0,0,0,000,8
20586208,42.06118055555555,5,860,0,1,1,011,4
20591712,9.631527777777778,2,450,0,1,1,011,4
20604560,580.8691550925926,7,2000,1,0,0,100,5
20631168,52.626666666666665,14,700,1,0,1,101,3
20637920,59.26125,4,1950,1,1,0,110,2
20724448,48.762569444444445,24,1900,0,0,0,000,8
20759104,153.7425,3,400,1,1,1,111,1
21044256,36.209201388888886,1,300,0,1,1,011,4
21132784,4.842569444444444,30,6650,0,0,0,000,8
21334320,35.85333333333333,68,27550,0,0,0,000,8
21535472,44.71989583333333,7,1010,0,0,1,001,7
21834480,6.703483796296296,10,2600,0,0,0,000,8
21897936,57.69488425925926,10,4750,1,0,0,100,5
22121616,58.30068287037037,2,650,1,1,1,111,1
22133312,26.84341435185185,10,4340,0,0,0,000,8
22666208,46.90111111111111,6,1600,0,1,1,011,4
22714496,87.70298611111112,3,1500,1,1,1,111,1
22816464,533.7889699074074,1,450,1,1,1,111,1
23092576,526.7494444444444,1,150,1,1,1,111,1
23111216,35.996006944444446,1,500,0,1,1,011,4
23414080,38.16423611111111,1,50,0,1,1,011,4
24040240,25.993564814814814,5,2100,0,1,0,010,6
24236016,43.75263888888889,7,1350,0,0,1,001,7
24246368,14.89144675925926,32,4040,0,0,0,000,8
24278896,54.06736111111111,3,1100,1,1,1,111,1
24524848,55.88336805555556,11,4350,1,0,0,100,5
24530896,64.34148148148148,5,1825,1,1,0,110,2
25067728,6.694606481481482,12,4500,0,0,0,000,8
25181584,53.79015046296296,5,2100,1,1,0,110,2
25186752,7.811608796296296,26,2350,0,0,0,000,8
25213488,44.04310185185185,2,750,0,1,1,011,4
25440400,362.78517361111113,1,500,1,1,1,111,1
25461824,19.67884259259259,31,12400,0,0,0,000,8
25614352,13.669409722222222,6,1850,0,1,0,010,6
25754240,23.84023148148148,4,1800,0,1,0,010,6
25870960,0.29207175925925927,12,3050,0,0,0,000,8
25885728,109.76825231481482,4,1750,1,1,1,111,1
25970576,632.8304976851852,1,500,1,1,1,111,1
25970896,29.676597222222224,3,1025,0,1,1,011,4
25984144,218.6752662037037,2,1000,1,1,1,111,1
25990384,13.879699074074074,1,150,0,1,1,011,4
26027968,55.124340277777776,5,2450,1,1,0,110,2
26138784,27.91204861111111,28,11450,0,0,0,000,8
26303968,222.7955902777778,6,2900,1,1,0,110,2
26332848,145.6025,4,1800,1,1,0,110,2
26387792,623.2126273148148,1,300,1,1,1,111,1
26498208,24.807349537037037,12,1800,0,0,0,000,8
26598240,207.72872685185186,5,1250,1,1,1,111,1
26697536,41.17880787037037,22,7250,0,0,0,000,8
26703728,22.073032407407407,15,5700,0,0,0,000,8
26734752,13.827083333333333,22,11350,0,0,0,000,8
26817440,36.319398148148146,5,1650,0,1,1,011,4
26835392,56.24261574074074,8,2050,1,0,0,100,5
26877600,10.675208333333334,10,3900,0,0,0,000,8
26906960,10.591863425925926,4,1515,0,1,1,011,4
26956224,278.7963541666667,2,1000,1,1,1,111,1
27082624,64.87453703703704,2,650,1,1,1,111,1
27104960,45.89488425925926,20,5950,0,0,0,000,8
27211568,55.87644675925926,3,850,1,1,1,111,1
27236544,24.88287037037037,6,2290,0,1,0,010,6
27275760,28.088136574074074,16,8000,0,0,0,000,8
27413744,18.671956018518518,25,5260,0,0,0,000,8
27548240,4.032743055555556,6,1400,0,1,1,011,4
27812464,24.806006944444444,12,1800,0,0,0,000,8
27859440,24.882361111111113,22,6000,0,0,0,000,8
27912720,196.7833912037037,7,2850,1,0,0,100,5
27960928,52.99949074074074,22,7900,1,0,0,100,5
27979904,229.10488425925925,7,3050,1,0,0,100,5
27986896,59.668506944444445,7,800,1,0,1,101,3
28063968,54.98153935185185,7,2100,1,0,0,100,5
28064080,0.3976851851851852,2,600,0,1,1,011,4
28069680,443.06386574074077,13,4000,1,0,0,100,5
28172560,12.764502314814814,15,4550,0,0,0,000,8
28178656,630.704849537037,1,300,1,1,1,111,1
28261904,22.035092592592594,11,2300,0,0,0,000,8
28273136,14.20616898148148,4,850,0,1,1,011,4
28352400,116.09387731481482,11,3900,1,0,0,100,5
28484304,179.63649305555555,16,3350,1,0,0,100,5
28510928,59.66753472222222,10,900,1,0,1,101,3
28535616,5.300775462962963,17,8100,0,0,0,000,8
28544208,69.49298611111111,8,3500,1,0,0,100,5
28569104,21.64699074074074,9,4100,0,0,0,000,8
28584304,5.3030787037037035,16,7200,0,0,0,000,8
28634256,58.71797453703704,1,300,1,1,1,111,1
28643536,53.59884259259259,26,9900,1,0,0,100,5
28674912,22.039108796296297,10,2000,0,0,0,000,8
28684384,69.12415509259259,9,3000,1,0,0,100,5
28791968,7.962337962962963,8,1100,0,0,1,001,7
28798240,331.041875,3,750,1,1,1,111,1
28812224,38.602476851851854,8,4600,0,0,0,000,8
28882784,426.6662962962963,8,1245,1,0,1,101,3
28883152,35.82574074074074,5,2500,0,1,0,010,6
28961504,50.11622685185185,7,3150,1,0,0,100,5
29100096,8.213171296296297,22,7850,0,0,0,000,8
29121696,18.080069444444444,57,24300,0,0,0,000,8
29122400,39.75298611111111,5,2545,0,1,0,010,6
29292224,8.69951388888889,49,12050,0,0,0,000,8
29346352,20.71855324074074,5,850,0,1,1,011,4
29533552,36.719085648148145,51,23600,0,0,0,000,8
29588768,360.1587847222222,2,1000,1,1,1,111,1
29722768,49.83997685185185,20,7200,0,0,0,000,8
29924384,56.79289351851852,1,300,1,1,1,111,1
29964704,7.053275462962963,1,500,0,1,1,011,4
29993184,57.2905787037037,17,6800,1,0,0,100,5
30049248,607.8699537037037,1,150,1,1,1,111,1
30060832,256.5685648148148,11,1950,1,0,0,100,5
30077904,51.74767361111111,7,2600,1,0,0,100,5
30215248,49.03949074074074,18,9000,0,0,0,000,8
30223680,55.77840277777778,6,2260,1,1,0,110,2
30309424,23.26988425925926,14,4900,0,0,0,000,8
30369264,360.08164351851855,2,1000,1,1,1,111,1
30726384,611.4711805555555,1,500,1,1,1,111,1
30903040,7.770798611111111,4,1800,0,1,0,010,6
30923184,10.123032407407408,23,11500,0,0,0,000,8
